HScode,hasEstimatedGain,tariffRate,BCgain,ABgain,SKgain,MBgain,ROCgain,CAgain,JPgain,MLgain,MXgain,NZgain,CNgain,EUgain,USgain,BCgainPercent,ABgainPercent,SKgainPercent,MBgainPercent,CAgainPercent,ROCgainPercent,initialTariffRate,description
442199,,,,,,,,,,,,,,,,,,,,,,,"Wood; not of bamboo, articles n.e.c. in heading no. 4414 to 4420 (excluding clothes hangers)"
847780,,,,,,,,,,,,,,,,,,,,,,,"Machinery; for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter"
920290,,,,,,,,,,,,,,,,,,,,,,,"Musical instruments; string, played other than with a bow (e.g. guitars and harps)"
842839,,,,,,,,,,,,,,,,,,,,,,,"Elevators and conveyors; continuous-action, for goods or materials, n.e.c. in item no. 8428.20, 8428.31, 8428.32 or 8428.33"
120799,,,,,,,,,,,,,,,,,,,,,,,"Oil seeds and oleaginous fruits; n.e.c. in heading no. 1207, whether or not broken"
020690,,,,,,,,,,,,,,,,,,,,,,,"Offal, edible; of sheep, goats, horses, asses, mules or hinnies, frozen"
902000,,,,,,,,,,,,,,,,,,,,,,,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20
750300,,,,,,,,,,,,,,,,,,,,,,,Nickel; waste and scrap
940320,,,,,,,,,,,,,,,,,,,,,,,"Furniture; metal, other than for office use"
440611,,,,,,,,,,,,,,,,,,,,,,,"Wood; railway or tramway sleepers (cross-ties), not impregnated, coniferous"
902219,,,,,,,,,,,,,,,,,,,,,,,"Apparatus based on the use of x-rays, including radiography or radiotherapy apparatus; for other than medical, surgical, dental or veterinary uses"
843069,,,,,,,,,,,,,,,,,,,,,,,"Machinery; for moving, levelling, scraping, grading, excavating earth minerals or ores; not self propelled n.e.c in 84.30"
842920,,,,,,,,,,,,,,,,,,,,,,,Graders and levellers
391739,,,,,,,,,,,,,,,,,,,,,,,"Plastics; tubes, pipes and hoses thereof, n.e.c. in item no. 3917.30"
847759,,,,,,,,,,,,,,,,,,,,,,,"Machinery; for moulding or forming, for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter"
670419,,,,,,,,,,,,,,,,,,,,,,,"False beards, eyebrows and eyelashes, switches and the like; of synthetic textile materials"
300190,,,,,,,,,,,,,,,,,,,,,,,"Glands and other organs; heparin and its salts; other human or animal substances prepared for therapeutic or prophylactic uses, n.e.c. in heading 3001"
021012,,,,,,,,,,,,,,,,,,,,,,,"Meat; salted, in brine, dried or smoked, of swine, bellies (streaky) and cuts thereof"
051000,,,,,,,,,,,,,,,,,,,,,,,"Animal products; ambergris, castoreum, civet, musk, cantharides, bile (dried or not) glands and other animal products, for pharmaceutical purposes, fresh, chilled, frozen or otherwise provisionally preserved"
842119,,,,,,,,,,,,,,,,,,,,,,,"Centrifuges; n.e.c. in heading no. 8421, including centrifugal dryers (but not clothes-dryers)"
902480,,,,,,,,,,,,,,,,,,,,,,,"Machines and appliances; for testing the hardness, strength, compressibility, elasticity or other mechanical properties of materials other than metals"
870195,,,,,,,,,,,,,,,,,,,,,,,Tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power exceeding 130kW
851590,,,,,,,,,,,,,,,,,,,,,,,"Welding, brazing or soldering machines; parts of the machines of heading no. 8515"
870830,,,,,,,,,,,,,,,,,,,,,,,"Vehicle parts; brakes, servo-brakes and parts thereof"
283531,,,,,,,,,,,,,,,,,,,,,,,"Polyphosphates; sodium triphosphate (sodium tripolyphosphate), whether or not chemically defined"
841330,,,,,,,,,,,,,,,,,,,,,,,"Pumps; fuel, lubricating or cooling medium pumps for internal combustion piston engines"
870340,,,,,,,,,,,,,,,,,,,,,,,"Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, incapable of being charged by plugging to external source of electric power"
847290,,,,,,,,,,,,,,,,,,,,,,,Office machines; not elsewhere classified
841381,,,,,,,,,,,,,,,,,,,,,,,Pumps and liquid elevators; n.e.c. in heading no. 8413
491110,,,,,,,,,,,,,,,,,,,,,,,"Printed matter; trade advertising material, commercial catalogues and the like"
902910,,,,,,,,,,,,,,,,,,,,,,,"Meters and counters; revolution counters, production counters, taximeters, mileometers, pedometers and the like"
200971,,,,,,,,,,,,,,,,,,,,,,,"Juice; apple, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
330590,,,,,,,,,,,,,,,,,,,,,,,Hair preparations; n.e.c. in heading no. 3305
841510,,,,,,,,,,,,,,,,,,,,,,,"Air conditioning machines; comprising a motor-driven fan and elements for changing the temperature and humidity, of a kind designed to be fixed to a window, wall, ceiling or floor, self-contained or split-system"
846599,,,,,,,,,,,,,,,,,,,,,,,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; n.e.c. in heading no. 8465"
848410,,,,,,,,,,,,,,,,,,,,,,,Gaskets and similar joints; of metal sheeting combined with other material or two or more layers of metal
970110,,,,,,,,,,,,,,,,,,,,,,,"Paintings, drawings and pastels; executed entirely by hand, other than drawings of heading no. 4906"
711790,,,,,,,,,,,,,,,,,,,,,,,"Jewellery; imitation, of other than base metal, whether or not plated with precious metal"
854150,,,,,,,,,,,,,,,,,,,,,,,"Electrical apparatus; photosensitive semiconductor devices n.e.c. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels"
960390,,,,,,,,,,,,,,,,,,,,,,,"Brooms, brushes, mops, feather dusters, squeegees, hand operated mechanical floor sweepers; (not motorised), prepared knots and tufts for brooms or brush making n.e.c."
841899,,,,,,,,,,,,,,,,,,,,,,,"Refrigerating or freezing equipment; parts thereof, other than furniture"
853620,,,,,,,,,,,,,,,,,,,,,,,"Electrical apparatus; automatic circuit breakers, for a voltage not exceeding 1000 volts"
901060,,,,,,,,,,,,,,,,,,,,,,,Photographic laboratory apparatus and equipment (including cinematographic); projection screens
010620,,,,,,,,,,,,,,,,,,,,,,,Reptiles; live (including snakes and turtles)
820719,,,,,,,,,,,,,,,,,,,,,,,"Tools, interchangeable; rock drilling or earth boring tools, with working part (other than of cermets), whether or not power operated, including parts"
903281,,,,,,,,,,,,,,,,,,,,,,,"Regulating or controlling instruments and apparatus; automatic, hydraulic or pneumatic"
860799,,,,,,,,,,,,,,,,,,,,,,,Railway or tramway rolling stock; parts n.e.c. in heading no. 8607
040610,,,,,,,,,,,,,,,,,,,,,,,"Dairy produce; fresh cheese (including whey cheese), not fermented, and curd"
391400,,,,,,,,,,,,,,,,,,,,,,,"Ion-exchangers; based on polymers of heading no. 3901 to 3913, in primary forms"
851761,,,,,,,,,,,,,,,,,,,,,,,Base stations
847431,,,,,,,,,,,,,,,,,,,,,,,Machines; concrete or mortar mixers
291550,,,,,,,,,,,,,,,,,,,,,,,"Acids; saturated acyclic monocarboxylic acids; propionic acid, its salts and esters"
853810,,,,,,,,,,,,,,,,,,,,,,,"Electrical apparatus; parts (e.g. boards, panels, consoles, desks, cabinets, other bases), for goods of heading no. 8537, not equipped with their apparatus"
842430,,,,,,,,,,,,,,,,,,,,,,,Mechanical appliances; steam or sand blasting machines and similar jet projecting machines
330510,,,,,,,,,,,,,,,,,,,,,,,Hair preparations; shampoos
903141,,,,,,,,,,,,,,,,,,,,,,,"Optical instruments and appliances; for inspecting semiconductor wafers or devices or for inspecting photomasks or reticles used in manufacturing semiconductor devices, n.e.c. in chapter 90"
843621,,,,,,,,,,,,,,,,,,,,,,,Poultry incubators and brooders
190410,,,,,,,,,,,,,,,,,,,,,,,Food preparations; obtained by the swelling or roasting of cereals or cereal products
620443,,,,,,,,,,,,,,,,,,,,,,,"Dresses; women's or girls', of synthetic fibres (not knitted or crocheted)"
701952,,,,,,,,,,,,,,,,,,,,,,,"Glass fibres; woven fabrics (other than of rovings), of a width exceeding 30cm, plain weave, weighing less than 250g/m2, of filaments measuring per single yarn not more than 136 tex"
850300,,,,,,,,,,,,,,,,,,,,,,,Electric motors and generators; parts suitable for use solely or principally with the machines of heading no. 8501 or 8502
843390,,,,,,,,,,,,,,,,,,,,,,,"Harvesting machinery; parts, including parts of threshing machinery, straw or fodder balers and grass or hay mowers"
360100,,,,,,,,,,,,,,,,,,,,,,,Explosives; propellent powders
293139,,,,,,,,,,,,,,,,,,,,,,,"Organo-inorganic compounds; other organo-phosphorus derivatives, n.e.c. in heading no. 2931"
847720,,,,,,,,,,,,,,,,,,,,,,,"Machinery; extruders, for working rubber or plastics or for the manufacture of products from these materials"
854121,,,,,,,,,,,,,,,,,,,,,,,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W"
292149,,,,,,,,,,,,,,,,,,,,,,,Amine-function compounds; aromatic monoamines and their derivatives; salts thereof; n.e.c. in item no. 2921.4
846510,,,,,,,,,,,,,,,,,,,,,,,"Machine-tools; which can carry out different types of machining operations without tool change between such operations, for working wood, cork, bone, hard rubber, hard plastics or similar"
850162,,,,,,,,,,,,,,,,,,,,,,,"Electric generators; AC generators, (alternators), of an output exceeding 75kVA but not exceeding 375kVA"
330620,,,,,,,,,,,,,,,,,,,,,,,Oral or dental hygiene preparations; yarn used to clean between the teeth (dental floss)
851440,,,,,,,,,,,,,,,,,,,,,,,"Heating equipment; for the heat treatment of materials by induction or dielectric loss, industrial or laboratory, other than furnaces and ovens"
391732,,,,,,,,,,,,,,,,,,,,,,,"Plastics; tubes, pipes and hoses thereof, other than those of item no. 3917.31, not reinforced or otherwise combined with other materials, without fittings"
392329,,,,,,,,,,,,,,,,,,,,,,,"Plastics; sacks and bags (including cones), for the conveyance or packing of goods, of plastics other than ethylene polymers"
392350,,,,,,,,,,,,,,,,,,,,,,,"Plastics; stoppers, lids, caps and other closures, for the conveyance or packing of goods"
848140,,,,,,,,,,,,,,,,,,,,,,,"Valves; safety or relief valves, for pipes, boiler shells, tanks, vats or the like"
300670,,,,,,,,,,,,,,,,,,,,,,,Pharmaceutical goods; Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments
381600,,,,,,,,,,,,,,,,,,,,,,,"Refractory cements, mortars, concretes and similar compositions; other than products of heading no. 3801"
852190,,,,,,,,,,,,,,,,,,,,,,,Video recording or reproducing apparatus; other than magnetic tape-type
848420,,,,,,,,,,,,,,,,,,,,,,,Seals; mechanical
720449,,,,,,,,,,,,,,,,,,,,,,,Ferrous waste and scrap; n.e.c. in heading no. 7204
841229,,,,,,,,,,,,,,,,,,,,,,,"Engines; hydraulic power engines and motors, other than linear acting (cylinders)"
480262,,,,,,,,,,,,,,,,,,,,,,,"Uncoated paper and paperboard (not 4801 or 4803); over 10% by weight of mechanical or chemi-mechanical processed fibre, in sheets 435mm or less by 297mm or less (unfolded)"
846592,,,,,,,,,,,,,,,,,,,,,,,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; planing, milling or moulding (by cutting) machines"
780600,,,,,,,,,,,,,,,,,,,,,,,Lead; articles n.e.c. in chapter 78
847160,,,,,,,,,,,,,,,,,,,,,,,"Units of automatic data processing machines; input or output units, whether or not containing storage units in the same housing"
810720,,,,,,,,,,,,,,,,,,,,,,,"Cadmium; unwrought, powders"
293090,,,,,,,,,,,,,,,,,,,,,,,Organo-sulphur compounds; n.e.c. in heading no. 2930
850760,,,,,,,,,,,,,,,,,,,,,,,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)"
901290,,,,,,,,,,,,,,,,,,,,,,,Microscopes (excluding optical microscopes); diffraction apparatus; parts and accessories
851840,,,,,,,,,,,,,,,,,,,,,,,Amplifiers; audio-frequency electric
890399,,,,,,,,,,,,,,,,,,,,,,,"Yachts and other vessels; for pleasure or sports, rowing boats and canoes, n.e.c. in heading no. 8903, other than inflatable"
853180,,,,,,,,,,,,,,,,,,,,,,,"Signalling apparatus; electric, sound or visual, apparatus n.e.c. in heading no. 8531, excluding those of heading no. 8512 or 8530"
591140,,,,,,,,,,,,,,,,,,,,,,,"Textile products and articles for technical uses; straining cloth of a kind used in oil presses and the like, including that of human hair"
731822,,,,,,,,,,,,,,,,,,,,,,,"Iron or steel; non-threaded washers, excluding spring and lock"
591132,,,,,,,,,,,,,,,,,,,,,,,"Textiles; fabrics and felts, endless or fitted with linking devices, of a kind used in paper-making or similar machines, weighing 650g/m2 or more"
731512,,,,,,,,,,,,,,,,,,,,,,,"Chain; articulated link, (other than roller), of iron or steel"
853641,,,,,,,,,,,,,,,,,,,,,,,"Electrical apparatus; relays, (for a voltage not exceeding 60 volts)"
901850,,,,,,,,,,,,,,,,,,,,,,,Ophthalmic instruments and appliances
401699,,,,,,,,,,,,,,,,,,,,,,,"Rubber; vulcanised (other than hard rubber), articles n.e.c. in heading no. 4016, of non-cellular rubber"
845590,,,,,,,,,,,,,,,,,,,,,,,Metal-rolling mills; parts thereof
710610,,,,,,,,,,,,,,,,,,,,,,,Metals; silver powder
870431,,,,,,,,,,,,,,,,,,,,,,,"Vehicles; spark-ignition internal combustion piston engine, for transport of goods, (of a g.v.w. not exceeding 5 tonnes), n.e.c. in item no 8704.1"
841582,,,,,,,,,,,,,,,,,,,,,,,"Air conditioning machines; containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit"
846792,,,,,,,,,,,,,,,,,,,,,,,"Tools; for working in the hand, parts of pneumatic tools"
711719,,,,,,,,,,,,,,,,,,,,,,,"Jewellery; imitation, (excluding cuff links and studs), of base metal, whether or not plated with precious metal"
160239,,,,,,,,,,,,,,,,,,,,,,,"Meat preparations; of poultry (excluding turkeys), prepared or preserved meat or meat offal (excluding livers and homogenised preparations)"
721230,,,,,,,,,,,,,,,,,,,,,,,"Iron or non-alloy steel; flat-rolled, width less than 600mm, plated or coated with zinc (not electrolytically)"
831190,,,,,,,,,,,,,,,,,,,,,,,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides; of a kind used for soldering, brazing, welding; wires and rods for metal spraying; n.e.c. in item no. 8311"
847130,,,,,,,,,,,,,,,,,,,,,,,"Automatic data processing machines; portable, weighing not more than 10kg, consisting of at least a central processing unit, a keyboard and a display"
620292,,,,,,,,,,,,,,,,,,,,,,,"Anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles; women's or girls', of cotton, other than those of heading no. 6204 (not knitted or crocheted)"
570500,,,,,,,,,,,,,,,,,,,,,,,"Carpets and other textile floor coverings; n.e.c. in chapter 57, whether or not made up"
851629,,,,,,,,,,,,,,,,,,,,,,,Heating apparatus; electric soil heating apparatus and space heating apparatus (excluding storage heating radiators)
470411,,,,,,,,,,,,,,,,,,,,,,,"Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of coniferous wood"
430110,,,,,,,,,,,,,,,,,,,,,,,"Furskins; raw, of mink, whole, with or without head, tail or paws"
890790,,,,,,,,,,,,,,,,,,,,,,,"Floating structures; tanks, coffer-dams, landing stages, buoys and beacons"
831120,,,,,,,,,,,,,,,,,,,,,,,"Wire; cored, of base metal, for electric arc-welding"
842810,,,,,,,,,,,,,,,,,,,,,,,Lifts and skip hoists
950619,,,,,,,,,,,,,,,,,,,,,,,Snow-ski equipment
850650,,,,,,,,,,,,,,,,,,,,,,,"Cells and batteries; primary, lithium"
903032,,,,,,,,,,,,,,,,,,,,,,,"Multimeters; for measuring or checking voltage, current, resistance or power, with a recording device"
850690,,,,,,,,,,,,,,,,,,,,,,,"Cells and batteries; primary, parts thereof"
440321,,,,,,,,,,,,,,,,,,,,,,,"Wood; coniferous species, of pine (Pinus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is 15 cm or more"
760611,,,,,,,,,,,,,,,,,,,,,,,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, (not alloyed), rectangular (including square)"
843020,,,,,,,,,,,,,,,,,,,,,,,Snow-ploughs and snow-blowers
281119,,,,,,,,,,,,,,,,,,,,,,,Inorganic acids; other than hydrogen fluoride
854160,,,,,,,,,,,,,,,,,,,,,,,Crystals; mounted piezo-electric
381590,,,,,,,,,,,,,,,,,,,,,,,"Reaction initiators, reaction accelerators and catalytic preparations, unsupported, n.e.c. or included"
901510,,,,,,,,,,,,,,,,,,,,,,,Rangefinders
850110,,,,,,,,,,,,,,,,,,,,,,,Electric motors; of an output not exceeding 37.5W
843120,,,,,,,,,,,,,,,,,,,,,,,Machinery; parts of the machinery of heading no. 8427
330300,,,,,,,,,,,,,,,,,,,,,,,Perfumes and toilet waters
851539,,,,,,,,,,,,,,,,,,,,,,,"Welding machines and apparatus; for arc (including plasma arc) welding of metals, other than fully or partly automatic, whether or not capable of cutting"
390521,,,,,,,,,,,,,,,,,,,,,,,"Vinyl acetate copolymers; in aqueous dispersion, in primary forms"
843141,,,,,,,,,,,,,,,,,,,,,,,"Machinery parts; buckets, shovels, grabs and grips, for the machinery of heading no. 8426 and 8430"
741999,,,,,,,,,,,,,,,,,,,,,,,Copper; articles n.e.c. in heading no. 7419
220870,,,,,,,,,,,,,,,,,,,,,,,Liqueurs and cordials
480100,,,,,,,,,,,,,,,,,,,,,,,"Newsprint; made of fibres obtained essentially by a chemi-mechanical process or of a weight, per m2, of more than 57g but not more than 65g, in rolls or sheets"
281700,,,,,,,,,,,,,,,,,,,,,,,Zinc; oxide and peroxide
846241,,,,,,,,,,,,,,,,,,,,,,,"Machine-tools; punching or notching machines (including presses), including combined punching and shearing machines, numerically controlled, for working metal"
220190,,,,,,,,,,,,,,,,,,,,,,,"Waters; other than mineral and aerated, (not containing added sugar or other sweetening matter nor flavoured), ice and snow"
940599,,,,,,,,,,,,,,,,,,,,,,,"Lamps and light fittings; parts thereof, of materials other than glass or plastics"
271290,,,,,,,,,,,,,,,,,,,,,,,"Paraffin wax; containing by weight 0.75% or more of oil, obtained by synthesis or by other processes, whether or not coloured"
847689,,,,,,,,,,,,,,,,,,,,,,,"Machines; automatic goods-vending machines, (e.g. postage stamp, cigarette, food or money-changing machines, excluding beverage-vending machines), not incorporating heating or refrigerating devices"
854420,,,,,,,,,,,,,,,,,,,,,,,Insulated electric conductors; co-axial cable and other co-axial electric conductors
850450,,,,,,,,,,,,,,,,,,,,,,,Electrical inductors; n.e.c. in heading no. 8504
852692,,,,,,,,,,,,,,,,,,,,,,,Radio remote control apparatus
030354,,,,,,,,,,,,,,,,,,,,,,,"Fish; frozen, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
680300,,,,,,,,,,,,,,,,,,,,,,,"Slate, worked; and articles of slate or of agglomerated slate"
844180,,,,,,,,,,,,,,,,,,,,,,,"Machinery; n.e.c. in heading no. 8441, for making up paper pulp, paper or paperboard"
940490,,,,,,,,,,,,,,,,,,,,,,,"Bedding and similar furnishing articles; n.e.c. in heading no. 9404 (e.g. quilts, eiderdowns, cushions, pouffes and pillows)"
840510,,,,,,,,,,,,,,,,,,,,,,,"Generators; producer gas, water gas, acetylene gas and similar water process gas generators, with or without their purifiers"
731100,,,,,,,,,,,,,,,,,,,,,,,"Containers for compressed or liquefied gas, of iron or steel"
810830,,,,,,,,,,,,,,,,,,,,,,,Titanium; waste and scrap
060420,,,,,,,,,,,,,,,,,,,,,,,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens; suitable for bouquets or for ornamental purposes, fresh"
870893,,,,,,,,,,,,,,,,,,,,,,,Vehicle parts; clutches and parts thereof
392113,,,,,,,,,,,,,,,,,,,,,,,"Plastics; plates, sheets, film, foil and strip, of polyurethanes, cellular"
902190,,,,,,,,,,,,,,,,,,,,,,,"Appliances; worn, carried or implanted in the body, to compensate for a defect or disability"
720421,,,,,,,,,,,,,,,,,,,,,,,Ferrous waste and scrap; of stainless steel
481890,,,,,,,,,,,,,,,,,,,,,,,"Paper articles; articles of paper, cellulose wadding or fibres, n.e.c. in heading no. 4818"
854290,,,,,,,,,,,,,,,,,,,,,,,Parts of electronic integrated circuits
950612,,,,,,,,,,,,,,,,,,,,,,,Ski-fastenings (ski-bindings); for snow-skis
620191,,,,,,,,,,,,,,,,,,,,,,,"Anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles; men's or boys', of wool or fine animal hair, other than those of heading no. 6203 (not knitted or crocheted)"
853932,,,,,,,,,,,,,,,,,,,,,,,"Lamps; discharge, (excluding ultra-violet), mercury or sodium vapour lamps, metal halide lamps"
842519,,,,,,,,,,,,,,,,,,,,,,,Pulley tackle and hoists; not powered by an electric motor (excluding skip hoists or hoists of a kind used for raising vehicles)
842123,,,,,,,,,,,,,,,,,,,,,,,"Machinery; filtering or purifying machinery, oil or petrol filters for internal combustion engines"
847340,,,,,,,,,,,,,,,,,,,,,,,"Machinery; parts and accessories (other than covers, carrying cases and the like) of the machines of heading no. 8472"
330210,,,,,,,,,,,,,,,,,,,,,,,Odoriferous substances and mixtures; of a kind used in the food or drink industries
251611,,,,,,,,,,,,,,,,,,,,,,,Granite; crude or roughly trimmed
847439,,,,,,,,,,,,,,,,,,,,,,,"Machines; for mixing or kneading mineral substances, excluding concrete mixers and machines for mixing mineral substances with bitumen"
291590,,,,,,,,,,,,,,,,,,,,,,,"Acids; saturated acyclic monocarboxylic acids; anhydrides, halides, peroxides, peroxyacids and halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2915"
283539,,,,,,,,,,,,,,,,,,,,,,,"Polyphosphates; other than sodium triphosphate (sodium tripolyphosphate), whether or not chemically defined"
900211,,,,,,,,,,,,,,,,,,,,,,,"Lenses; objective, for cameras, projectors or photographic enlargers or reducers, mounted, being parts or fittings for instruments or apparatus, of any material (excluding glass not optically worked)"
110422,,,,,,,,,,,,,,,,,,,,,,,"Cereal grains; worked (e.g. hulled, pearled, sliced or kibbled) of oats"
392092,,,,,,,,,,,,,,,,,,,,,,,"Plastics; plates, sheets, film, foil and strip (not self-adhesive), of polyamides, non-cellular and not reinforced, laminated, supported or similarly combined with other materials"
900219,,,,,,,,,,,,,,,,,,,,,,,"Lenses; objective, (other than for cameras, projectors or photographic enlargers or reducers), mounted, of any material (excluding elements of glass not optically worked)"
843280,,,,,,,,,,,,,,,,,,,,,,,Rollers; for lawns or sports-grounds
854790,,,,,,,,,,,,,,,,,,,,,,,"Insulating fittings; (other than of ceramics or plastics), for electrical machines, appliances and equipment, excluding insulators of heading no. 8546"
321490,,,,,,,,,,,,,,,,,,,,,,,Mastics; n.e.c. in heading no. 3214
901540,,,,,,,,,,,,,,,,,,,,,,,Surveying equipment; photogrammetrical surveying instruments and appliances
870840,,,,,,,,,,,,,,,,,,,,,,,Vehicle parts; gear boxes and parts thereof
846711,,,,,,,,,,,,,,,,,,,,,,,"Tools; for working in the hand, pneumatic, rotary type (including combined rotary-percussion)"
220210,,,,,,,,,,,,,,,,,,,,,,,"Waters; including mineral and aerated, containing added sugar or other sweetening matter or flavoured"
870891,,,,,,,,,,,,,,,,,,,,,,,Vehicle parts; radiators and parts thereof
152190,,,,,,,,,,,,,,,,,,,,,,,"Waxes, other than vegetable, n.e.c. in heading no. 1521; whether or not refined or coloured"
840410,,,,,,,,,,,,,,,,,,,,,,,"Boilers; auxiliary plant, for use with boilers of heading no. 8402 or 8403 (e.g. economisers, super-heaters, soot removers, gas recoverers)"
441860,,,,,,,,,,,,,,,,,,,,,,,Wood; posts and beams
852852,,,,,,,,,,,,,,,,,,,,,,,Monitors; other than cathode-ray tube; capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71
285000,,,,,,,,,,,,,,,,,,,,,,,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading no. 2849"
850239,,,,,,,,,,,,,,,,,,,,,,,"Electric generating sets; (excluding those with spark-ignition or compression-ignition internal combustion piston engines), other than wind powered"
950450,,,,,,,,,,,,,,,,,,,,,,,"Games; video game consoles and machines, other than those of subheading 9504.30"
853110,,,,,,,,,,,,,,,,,,,,,,,"Signalling apparatus; electric, sound or visual, burglar or fire alarms and similar, other than those of heading no. 8512 or 8530"
871610,,,,,,,,,,,,,,,,,,,,,,,"Trailers and semi-trailers; of the caravan type, for housing or camping"
920890,,,,,,,,,,,,,,,,,,,,,,,"Fairground and mechanical street organs, mechanical singing birds, musical saws and musical instruments n.e.c. in chapter 92; decoy calls of all kinds; whistles; call horns and other mouth-blown sound signalling instruments"
390799,,,,,,,,,,,,,,,,,,,,,,,"Polyesters; n.e.c. in heading no. 3907, saturated, in primary forms"
391890,,,,,,,,,,,,,,,,,,,,,,,"Floor, wall or ceiling coverings; of plastics (excluding polymers of vinyl chloride), whether or not self-adhesive, in rolls or in the form of tiles"
390740,,,,,,,,,,,,,,,,,,,,,,,Polycarbonates; in primary forms
841311,,,,,,,,,,,,,,,,,,,,,,,"Pumps; fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, of the type used in filling-stations or in garages"
871680,,,,,,,,,,,,,,,,,,,,,,,Vehicles; n.e.c. in heading no. 8716
050710,,,,,,,,,,,,,,,,,,,,,,,"Animal products; ivory, unworked or simply prepared but not cut to shape, ivory powder and waste"
871200,,,,,,,,,,,,,,,,,,,,,,,"Bicycles and other cycles; including delivery tricycles, not motorised"
846150,,,,,,,,,,,,,,,,,,,,,,,"Machine-tools; sawing or cutting-off machines, working by removing metal, sintered metal carbides or cermets"
391810,,,,,,,,,,,,,,,,,,,,,,,"Floor, wall or ceiling coverings; of polymers of vinyl chloride, whether or not self-adhesive, in rolls or in the form of tiles"
400922,,,,,,,,,,,,,,,,,,,,,,,"Rubber; vulcanised (other than hard rubber), tubing, piping and hoses, reinforced or otherwise combined only with metal, with fittings"
710812,,,,,,,,,,,,,,,,,,,,,,,"Metals; gold, non-monetary, unwrought (but not powder)"
390791,,,,,,,,,,,,,,,,,,,,,,,"Polyesters; n.e.c. in heading no. 3907, unsaturated, in primary forms"
853670,,,,,,,,,,,,,,,,,,,,,,,"Connectors for optical fibres, optical fibre bundles or cables"
940390,,,,,,,,,,,,,,,,,,,,,,,Furniture; parts
850519,,,,,,,,,,,,,,,,,,,,,,,"Magnets; permanent magnets and articles intended to become permanent magnets after magnetisation, other than of metal"
740729,,,,,,,,,,,,,,,,,,,,,,,"Copper; bars, rods and profiles, of copper alloys (other than copper-zinc base alloys)"
292129,,,,,,,,,,,,,,,,,,,,,,,"Amine-function compounds; acyclic polyamines and their derivatives, and salts thereof, n.e.c. in item no. 2921.2"
853010,,,,,,,,,,,,,,,,,,,,,,,"Signalling, safety or traffic control equipment; for railways or tramways (excluding those of heading no. 8608)"
020712,,,,,,,,,,,,,,,,,,,,,,,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, frozen"
740710,,,,,,,,,,,,,,,,,,,,,,,"Copper; bars, rods and profiles, of refined copper"
730799,,,,,,,,,,,,,,,,,,,,,,,"Iron or steel; tube or pipe fittings, n.e.c. in item no. 7307.9, other than stainless steel"
621030,,,,,,,,,,,,,,,,,,,,,,,"Garments; overcoats, raincoats, car-coats, capes, cloaks and similar articles, women's or girls', of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)"
950490,,,,,,,,,,,,,,,,,,,,,,,"Games; articles for funfair, table or parlour games, including pintables, special tables for casino games, automatic bowling alley equipment, n.e.c. in heading 9504"
290545,,,,,,,,,,,,,,,,,,,,,,,"Alcohols; polyhydric, glycerol"
846620,,,,,,,,,,,,,,,,,,,,,,,Parts & accessories suited for use solely/principally with machines of headings 8456-8465; work holders
810330,,,,,,,,,,,,,,,,,,,,,,,Tantalum; waste and scrap
400821,,,,,,,,,,,,,,,,,,,,,,,"Rubber; vulcanised (other than hard rubber), in plates, sheets and strip, of non-cellular rubber"
070920,,,,,,,,,,,,,,,,,,,,,,,"Vegetables; asparagus, fresh or chilled"
