HS_2,HS_4,HS6 Code,Description,ROC Export to Japan Baseline,BC Export to Japan Baseline,AB Export to Japan Baseline,SK Export to Japan Baseline,MB Export to Japan Baseline,Western Canada Exports to Japan Baseline,Total CDN export to Japan Baseline,ROC Gain - No Export Promotion ,ROC Gain %,BC Gain - no export promotion,BC%,AB Gain - no export promotion,AB%,SK Gain - no export promotion,SK%,MB Gain - no export promotion,MB%,Western Canada Gain - no export promotion,Western Canada Gain %,Total Canada Gain - no export promotion,Total Canada Gain %,West Exports to Japan as % of total West Exports (Pre-TPP),West Exports to Japan as % of total West Exports (Post-TPP),Canada export change with China,Canada export change with EU,Canada export change with USA,Australia's export to Japan Change,Brunei's export to Japan  Change,Chile's export to Japan Change,Japan's export to Japan Change (internal trade change),Malaysia's export to Japan Change,Mexico's export to Japan Change,New Zealand's export to Japan Change,Peru's export to Japan Change,Singapore's export to Japan Change,Vietnam's export to Japan Change,China's export to Japan Change,EU's export to Japan Change,USA's export to Japan Change,ROW's export to Japan Change,Japan Rate for Canada TPP,Japan Rate for China  ,Japan Rate for EU28 ,Japan Rate for USA (OLD),Japan Rate for ROW
'76,'7613,'761300,Aluminium containers for compressed or liquefied gas,0.886130855085865,1.47235484367781,110.311294524264,0,0,111.783649367942,112.669780223028,0.219638535400226,24.7862416864994%,0.364945809378616,24.7865391244284%,27.2033854077255,24.6605622072016%,0,0,0,0,27.5683312171041,24.6622215082292%,27.7879697525044,24.6631969082557%,0.895403470878975%,1.1147730928388%,-0.000310857631395045,-5.1416514554731,-7.20938486017696,0,0,0,-11.5579924047343,0,0,0,0,-0.00204318785630342,0,-0.218412639882217,-0.433079958732833,-2.34609897068913,-0.814980355963598,1,1.02400000020862,1.02999999932945,1.02999999932945,1.02999999932945
'08,'0813,'081340,"*Dried peaches, pears, papaws ""papayas"", tamarinds and other edible fruits",18.8480522213593,56.4930580802174,0,0,0,56.4930580802174,75.3411103015766,6.78783139589506,36.0134369120797%,20.0363155725355,35.4668631039321%,0,0%,0,0,0,0,20.0363155725355,35.4668631039321%,26.8241469684306,35.6035992316259%,2.12853205987961%,2.85050249429925%,-2.5491649587982,-0.27970409116618,-8.40984039383488,-0.000384130707235641,0,-0.0808506063732466,-8.6918161752983,0,-0.000819664764848849,6.21269966978642,-1.06205085254035,0,-0.00190491930099768,-1.60409850931501,-0.353051275300004,-0.0531095442516403,-0.109699132541436,1,1.0616000033915,1.08700000494719,1.08700000494719,1.08700000494719
'03,'0308,'030829,"Smoked, frozen, dried, salted or in brine, sea urchins",0,168.111820123831,0,0,0,168.111820123831,168.111820123831,0,0%,26.3552369406621,15.6772063506593%,0,0%,0,0,0,0,26.3552369406621,15.6772063506593%,26.3552369406621,15.6772063506593%,89.4196593165993%,91.676027175304%,0,-1.91389838427846,-0.00176236050800416,0,0,-1.30607237540971,-7.80590932953055,0,-0.0148601287551742,0,-0.00560073488232149,0,-0.000182719785890573,-0.00918865866503893,0,-0.00584266408378653,-0.0925301891853678,1,1.06700000166893,1.06849999725819,1.06849999725819,1.06849999725819
'32,'3208,'320890,"Paints and varnishes based, incl. enamels and lacquers",71.7511522699275,39.6984009467,0,0,0,39.6984009467,111.449553216627,16.5989915081683,23.1341114156926%,9.16251493952507,23.0803123577367%,0,0%,0,0,0,0,9.16251493952507,23.0803123577367%,25.7615064476933,23.1149481574143%,0.597829044242461%,0.73419182246904%,0.085349067990877,0.13716187825959,9.78256274102038,0.0845300155033613,0,0,-48.8836613366148,0.0726261632219121,-4.92993889232889,3.0666332781989,0,0.0746415236524172,0.133583474315401,0.453274775131831,1.9568956527437,4.44436462844169,1.60986709126155,1,1,1.03200000151992,1.03200000151992,1.03200000151992
'96,'9617,'961700,Vacuum flasks and other vacuum vessels (excl. glass inners),0,70.1452458285144,0,0,0,70.1452458285144,70.1452458285144,0,0%,23.4810530220054,33.4749030310765%,0,0%,0,0,0,0,23.4810530220054,33.4749030310765%,23.4810530220054,33.4749030310765%,72.504503933473%,77.8561441911816%,0.00364385749700258,0.00518249537433995,0.0385046613090596,0,0,0,-120.333656948991,-15.9218433854767,0,0,0,0,0.149934451689887,29.9773252917221,0.0954257911740797,0.0364702506140588,8.43693778524175,1,1,1.03900000080466,1.03900000080466,1.03900000080466
'07,'0709,'070960,Fresh or chilled fruits of the genus Capsicum or Pimenta,0,195.191969069921,0,0,0,195.191969069921,195.191969069921,0,0%,22.3572801157538,11.4539958904483%,0,0%,0,0,0,0,22.3572801157538,11.4539958904483%,22.3572801157538,11.4539958904483%,0.28657077284327%,0.319328173348481%,-0.000231093197794685,0.000340522361902629,-5.83071045587723,0,0,0,-423.897740068962,0,0,1560.09510636973,0,0,-0.00135033524803441,-0.024813634438825,-19.4470755911862,0,-73.7871752931678,1,1.02999999932945,1.02999999932945,1.02999999932945,1.02999999932945
'05,'0511,'051199,"*Dead animal products, unfit for human consumption",579.942308992181,369.593855397828,52.6297334779806,0,0,422.223588875809,1002.16589786799,12.5864776511334,2.17029822725057%,8.02503342348155,2.17131137498037%,1.13457071295761,2.15575994401016%,0,0,0,0,9.15960413643916,2.16937290520102%,21.7460817875725,2.16990837882582%,1.91633248166158%,1.95436435694819%,-0.127645634289262,-0.308651964672921,-4.9250201819394,-0.295056546638079,0,-0.00140113877282033,-6.60712019284256,-0.00000898409628036223,-0.00402084071686204,25.227229034283,-0.0159278800927041,0,0,-0.351135755554424,-0.0417038817236062,-0.129364841712231,-0.15466500122966,1,1,1.00833333283663,1.00833333283663,1.00833333283663
'76,'7610,'761090,Aluminum structures and parts of structures,46.5353088509559,34.1962325413196,0.69625267510785,0,0,34.8924852164275,81.4277940673834,11.5417079986664,24.8020444768775%,8.51760004188496,24.9080071367308%,0.169975673718936,24.4129293568037%,0,0,0,0,8.6875757156039,24.8981282408447%,20.2292837142703,24.84321716677%,0.0800084711146378%,0.0991552767552148%,-0.794131651914385,-1.2771162310136,40.5749843619755,0.48621070682492,0,0,-43.5095697706565,0.301233728948262,-0.0495153463847551,0.798004785415133,0,-0.00952398025250645,-178.688950697535,64.065162346873,1.53683874571288,-0.842898398440411,10.3782992151682,1,1.02400000020862,1.02999999932945,1.02999999932945,1.02999999932945
'03,'0308,'030822,Frozen sea urchins,0,83.0723161225592,0,0,0,83.0723161225592,83.0723161225592,0,0%,18.7860466867754,22.6140880182753%,0,0%,0,0,0,0,18.7860466867754,22.6140880182753%,18.7860466867754,22.6140880182753%,45.6779434961124%,52.3941859316005%,0,-5.81763409276162,-0.384291604602731,-0.000112611591013057,0,-0.999686504295823,-5.5507476554485,0,-0.00893020628160457,0,-0.0032676823736324,0,0,-0.0210155070373048,0,-0.00078728463980493,-0.00000200686988913439,1,1.07000000029802,1.07000000029802,1.07000000029802,1.07000000029802
'07,'0713,'071340,"*Dried, shelled lentils, whether or not skinned or split",5.17172339442477,8.94669193381309,0,96.8669127666589,0,105.813604700472,110.985328094897,0.851577560113932,16.466030666527%,1.47021903440689,16.4331022604048%,0,0%,15.9493887632916,16.4652597133056%,0,0,17.4196077976984,16.4625407545734%,18.2711853578124,16.4627033784049%,0.00788687998444967%,0.00918490964343618%,-0.0950025576883746,-2.88279824756097,-1.08713462649609,-0.0964033136102955,0,0,-4.89223382159798,0,0,0,0,0,0,0,-0.20413458152305,-0.39366072092028,-0.399677893797957,1,1.02150000073016,1.04250000044703,1.04250000044703,1.04250000044703
'29,'2934,'293499,Nucleic acids and their salts,52.6037692645508,0.239519228150795,202.149853688588,0,0,202.389372916738,254.993142181289,3.69228062108255,7.01904192932187%,0.0168125668596943,7.01929736058999%,14.113546208427,6.98172467152459%,0,0,0,0,14.1303587752867,6.98176913720653%,17.8226393963692,6.98945832186267%,4.77434337953445%,5.09231665028187%,-0.000871380780265385,-0.957867234505103,-0.642310000344082,-0.000368129105254411,0,0,-7.12341100536287,0,0.0135687013616916,0.589443418369498,0,-0.042840975593208,0,-0.411662331753178,-1.85870796570089,-0.595185402256902,-0.624790214933455,1,1,1.01033333316445,1.01033333316445,1.01033333316445
'12,'1208,'120890,*Flours and meal of oil seeds or oleaginous fruit (excl. soya and mustard),0,57.6937202606798,0,8.99222497339019,0,66.68594523407,66.68594523407,0,0%,14.5503891080591,25.2200569530194%,0,0%,2.32492396826103,25.8548243081212%,0,0,16.8753130763201,25.305651763782%,16.8753130763201,25.305651763782%,2.0077273885344%,2.50470014615181%,-0.214002357167667,-0.2758603639891,-0.865148603374664,-2.0521987213063,0,0,-5.21441887648035,0,0,0,0,0,0,-1.14589801566544,-0.312690773683354,-0.0803129848901318,-0.370192192011792,1,1,1.04199999943376,1.04199999943376,1.04199999943376
'22,'2202,'220299,"*Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",50.4465539862623,6.42803118005711,0,0,0,6.42803118005711,56.8745851663194,14.3551981333586,28.4562512184041%,1.83184177989019,28.4977114854927%,0,0%,0,0,0,0,1.83184177989019,28.4977114854927%,16.1870399132488,28.4609371055855%,0.585090363281974%,0.75032339759083%,0.0276335101581893,0.0203885755764366,1.16959337620146,-0.305094546655255,0,0,-180.293189826421,-0.0118895157307577,-0.00788237117497559,1.19497503607868,0.00096074873007268,0,-0.000919953152255459,0.0241109422801173,0.19843274284176,0.524686549582839,1.19700638585346,1,1.11500000208616,1.11500000208616,1.11500000208616,1.11500000208616
'38,'3824,'382440,Prepared additives for cements,0,100.689615148959,0,0,0,100.689615148959,100.689615148959,0,0%,16.1068851354124,15.9965703628761%,0,0%,0,0,0,0,16.1068851354124,15.9965703628761%,16.1068851354124,15.9965703628761%,0.433865201243811%,0.493355486175007%,-15.3057601442933,-42.8840808700071,-232.241600685755,0.00534612168635318,0,0,-4.60300569041465,0,0,0,0,0,0,-0.590090583576853,-1.64355083578539,-0.718775292539021,-0.634118133836296,1,1,1.02600000053644,1.02600000053644,1.02600000053644
'33,'3301,'330129,*Essential oils,46.1803077215015,98.0042820888482,0,0,0,98.0042820888482,144.18458981035,4.90270096817071,10.6164320033061%,10.3353471458216,10.5458118008067%,0,0%,0,0,0,0,10.3353471458216,10.5458118008067%,15.2380481139923,10.5684304640568%,3.15192461468672%,3.47317304938932%,-0.00640698980252763,-0.202614655836046,-1.45540412375875,-0.121901348013807,0,-0.00109603847682926,-5.42005919359508,-0.0000819344931304311,-0.00712407727236553,0.997934045561653,0,-0.0017951302349033,-0.00020426553639652,-0.263915751474087,-1.66385462702965,-0.38772186722872,-0.940670627491272,1,1,1.01542857196182,1.01542857196182,1.01542857196182
'39,'3925,'392520,"Plastic doors, windows and  frames",1.44506782024837,47.7636779708288,1.83466034696821,0,0,49.598338317797,51.0434061380454,0.415394349626032,28.745664653624%,13.7159528110879,28.7162827357323%,0.527278276963318,28.7398306631878%,0,0,0,0,14.2432310880512,28.7171537820258%,14.6586254376772,28.7179609409948%,0.240329042271943%,0.309150957951185%,0.000934830666938669,0.254876945572673,7.57943710982087,0.000528914932300006,0,0,-15.110479783325,-0.000895279072417488,0,0,0,0,-1.90601296542647,0.223239982547057,0.0153653144548116,0.136760627687181,0.330556418615743,1,1,1.03900000080466,1.03900000080466,1.03900000080466
'08,'0810,'081030,*Fresh redcurrants and gooseberries,0,85.0972700949222,0,0,0,85.0972700949222,85.0972700949222,0,0%,11.3933139603174,13.3885775038479%,0,0%,0,0,0,0,11.3933139603174,13.3885775038479%,11.3933139603174,13.3885775038479%,94.4772214587917%,95.4844313892453%,0,0,-0.409234153460997,0,0,-0.472742757094125,-3.47519457307476,0,0,1.10724827141664,0,0,0,0,0,-0.0276292801447431,-0.0679700330239825,1,1.02999999932945,1.0599999986589,1.0599999986589,1.0599999986589
'03,'0302,'030291,Fresh or chilled fish liverz,0,36.870148010929,0,0,0,36.870148010929,36.870148010929,0,0%,9.68614831319063,26.2709775678673%,0,0%,0,0,0,0,9.68614831319063,26.2709775678673%,9.68614831319063,26.2709775678673%,36.8891947500854%,42.7921518225499%,0,0.204875363746545,-0.454238188455992,-0.00302933303498776,0,0,-6.83683274822033,0,0,0,0,0,0,-0.120611943902304,0,-0.159510332702666,-0.00235000697726662,1,1.06366667151451,1.06366667151451,1.06366667151451,1.06366667151451
'07,'0709,'070999,Fresh or chilled vegetables ,0,53.536312417998,0,0,0,53.536312417998,53.536312417998,0,0%,9.46218248601089,17.6743261884243%,0,0%,0,0,0,0,9.46218248601089,17.6743261884243%,9.46218248601089,17.6743261884243%,28.5710551028012%,32.0073028252262%,0,-0.000183485520659499,0.295179411048203,-0.00490238376002417,0,0,-20.5635294555686,-0.000575052322687952,0.0017278873206692,10.6263493532073,0,0,-0.307019478955297,0.135791778357088,-0.00013639222851225,0.0127456180051695,0.00388650611785124,1,1.04499999806285,1.04499999806285,1.04499999806285,1.04499999806285
'03,'0303,'030366,Frozen hake,0,46.4267518715103,0,0,0,46.4267518715103,46.4267518715103,0,0%,8.50895520874567,18.3276987205456%,0,0%,0,0,0,0,8.50895520874567,18.3276987205456%,8.50895520874567,18.3276987205456%,0.0908414250467908%,0.107464422847579%,-3.90704517931589,-0.896435044222491,-0.0251099570865279,0,0,-1.14664930462466,-78.3774845235184,0,0,250.441086530553,0,0,0,0,-0.0577359893679081,0,-0.215251343153991,1,1.04749999940395,1.04749999940395,1.04749999940395,1.04749999940395
'08,'0810,'081010,Fresh strawberries,0,26.9485220344215,0,0,0,26.9485220344215,26.9485220344215,0,0%,6.47562275001238,24.0296025946841%,0,0%,0,0,0,0,6.47562275001238,24.0296025946841%,6.47562275001238,24.0296025946841%,8.72524493027337%,10.6018104256798%,0,0.000000614084916028546,-0.0592160143191867,0,0,0,-2.31166144029703,0,-0.00278241850526229,1.00906574749605,0,0,0,0,-0.0226249187494432,-0.410307939288032,-0.00612980981043165,1,1.0599999986589,1.0599999986589,1.0599999986589,1.0599999986589
'03,'0302,'030231,Fresh or chilled albacore or longfinned tunas,0,58.1075731040037,0,0,0,58.1075731040037,58.1075731040037,0,0%,5.14361135020574,8.85187777675633%,0,0%,0,0,0,0,5.14361135020574,8.85187777675633%,5.14361135020574,8.85187777675633%,5.9733606514346%,6.47275491880403%,-0.727756045027491,0,-0.0037241359634117,-0.00235812750664444,0,0,-0.609044781366265,0,0,0,0,0,0,0,0,0,-0.116114011072852,1,1.03500000014901,1.03500000014901,1.03500000014901,1.03500000014901
'03,'0303,'030399,"Frozen fish fins, heads, tails, offal",0,30.0405051594024,0,0,0,30.0405051594024,30.0405051594024,0,0%,4.94958841032449,16.4763820849907%,0,0%,0,0,0,0,4.94958841032449,16.4763820849907%,4.94958841032449,16.4763820849907%,16.5253637769259%,18.9324775961579%,-0.304389718443876,0,-1.39063845237078,-0.0295890462630268,0,-0.0415879808059572,-2.69560580625694,0,-0.0202304473054937,4.74286133687492,0,-0.0175183707387419,-0.0259941211931505,-0.0429952517068841,-0.299324661169976,-0.14595297576011,-0.278578244764049,1,1.0422499999404,1.0422499999404,1.0422499999404,1.0422499999404
'22,'2207,'220710,Undenatured ethyl alcohol strength of >= 80%,0,0,82.7601763610634,0,0,82.7601763610634,82.7601763610634,0,0%,0,0,4.33715609902603,5.24063177451922%,0,0,0,0,4.33715609902603,5.24063177451922%,4.33715609902603,5.24063177451922%,21.4944977358382%,22.3695648778613%,0,-0.0000000610347513640974,-0.0247769902456459,-9.22288161113363,0,0,0.41966159734875,0,0,0,0.0000461935012481263,0,-0.000877893992196732,0.000411693693877169,-0.000607814959607822,0.0153699030852295,-0.150335653044749,1,1.0226188916713,1.0226188916713,1.0226188916713,1.0226188916713
'05,'0511,'051191,Products of fish or crustaceans,8.6577178371119,88.4017685887352,0,0,0,88.4017685887352,97.0594864258471,0.148080608551467,1.71038848039965%,1.50821682188223,1.70609349333133%,0,0%,0,0,0,0,1.50821682188223,1.70609349333133%,1.6562974304337,1.70647660669325%,0.984696866796317%,1.0013713450795%,-0.00214052283733501,-0.00966038108134271,-0.377979825114486,-0.0000333860338788128,0,0,-0.473801336134784,0,-0.00107492009863108,0.0410485123337869,0,0,-0.00120805180080197,-0.0734921239527466,-0.000373594856014847,-0.0157107813438415,-0.063631608387368,1,1,1.00425000023097,1.00425000023097,1.00425000023097
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1548721.72641895,,235742.992978281,,712008.129986823,,51378.4241712231,,668328.209344991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,153,,171,,84,,30,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
